"vcIDProd";"vcCodigoBarras";"vcPLU";"vcTipoProducto";"intIdUnidMed";"intIDMarca";"vcDescProd";"vcNombCorto";"dteFecUltCompra";"dteFecUltVenta";"dteFechAlta";"vcOperacion";"dteFechaOperacion"
"7501001106690       ";"7501001106690";"";"1.1.26.5";"4";"974";"Bold 3en1 Primaveral 500g";"";"2017-07-22 00:04:13";"2018-03-10 10:02:03";"2012-05-25 10:30:03";"C";"2018-03-10 10:02:03"
"7501001109172       ";"7501001109172";"";"1.1.26.5";"8";"981";"Downy Libre Enjuague Elegance 850ml";"";"2018-02-07 16:05:12";"2018-03-03 10:33:19";"2012-05-25 10:30:03";"C";"2018-03-03 10:33:19"
"7501001130657       ";"7501001130657";"";"1.1.26.6";"4";"993";"Salvo Limon 24/500g";"";"2017-11-27 14:15:46";"2018-03-28 11:48:56";"2012-05-25 10:30:03";"C";"2018-03-28 11:48:56"
"7501001130664       ";"7501001130664";"";"1.1.26.6";"4";"993";"Salvo LIMON 250g";"";"2016-10-12 21:53:26";"2018-03-31 13:58:04";"2012-05-25 10:30:03";"C";"2018-03-31 13:58:04"
"7501001155841       ";"7501001155841";"";"1.1.26.5";"8";"981";"Downy libre floral 850ml";"";"2018-04-08 20:42:45";"2018-04-06 13:13:09";"2012-05-25 10:30:03";"C";"2018-04-08 21:18:41"
"7501001351663       ";"7501001351663";"";"1.1.26.5";"8";"981";"Downy Libre romance 850ml flor luna";"";"2017-03-31 21:44:34";"2018-01-20 10:12:07";"2012-05-25 10:30:03";"C";"2018-01-20 10:12:07"
"7501001600426       ";"7501001600426";"";"1.1.12.3";"10";"867";"Media Crema Nestle 225g";"";"2017-09-04 11:15:41";"2018-03-05 19:14:01";"2012-05-25 10:30:03";"C";"2018-03-05 19:14:01"
"7501001604103       ";"7501001604103";"";"1.1.6.1";"11";"866";"Jugo Sazonador Maggi 100ml";"";"2018-03-11 15:01:26";"2018-04-07 21:28:55";"2012-05-25 10:30:03";"C";"2018-04-07 21:28:55"
"7501001604318       ";"7501001604318";"";"1.1.6.1";"11";"857";"Salsa Inglesa Receta Original 145ml";"";"2017-12-01 10:51:24";"2018-02-14 16:37:14";"2012-05-25 10:30:03";"C";"2018-02-14 16:37:14"
"7501001656454       ";"7501001656454";"";"1.1.5.4";"2";"848";"Abuelita Pieza 90g";"";"2018-02-26 15:25:46";"2018-04-06 14:42:41";"2012-05-25 10:30:03";"C";"2018-04-06 14:42:41"
"7501002615122       ";"7501002615122";"";"1.1.20.10";"2";"687";"PHILLADELPHIA  190G queso crema";"";"2018-03-16 21:51:05";"2018-04-04 13:57:36";"2012-05-25 10:30:03";"C";"2018-04-04 13:57:36"
"7501003123237       ";"7501003123237";"";"1.1.12.8";"1";"1";"Champiñones Herdez 380g";"";"2017-12-03 13:12:59";"2018-03-18 13:04:36";"2012-09-20 16:48:31";"C";"2018-03-18 13:04:36"
"7501003124135       ";"7501003124135";"";"1.1.12.8";"10";"577";"Chicharos Herdez 200g";"";"2018-04-08 14:01:59";"2018-04-06 20:08:47";"2012-05-25 10:30:03";"C";"2018-04-08 15:05:03"
"7501003124180       ";"7501003124180";"";"1.1.12.8";"10";"577";"Chicharos c/zanahoria 400g";"";"2018-04-08 14:01:59";"2018-02-12 12:07:11";"2012-05-25 10:30:03";"C";"2018-04-08 15:05:03"
"7501003124234       ";"7501003124234";"";"1.1.12.8";"10";"577";"GRANOS DE ELOTE HERDEZ 220g";"";"2017-11-26 15:14:37";"2018-02-26 12:20:07";"2012-05-25 10:30:03";"C";"2018-02-26 12:20:07"
"7501003124241       ";"7501003124241";"";"1.1.12.8";"1";"1";"Grano de Elote 400g Herdez";"";"2018-03-10 17:34:37";"2018-04-01 17:01:49";"2012-09-23 19:44:32";"C";"2018-04-01 17:01:49"
"7501003124333       ";"7501003124333";"";"1.1.12.8";"10";"577";"Ensalada de Legumbres Herdez 220g";"";"2018-04-08 14:01:59";"2018-04-08 16:32:50";"2012-05-25 10:30:03";"C";"2018-04-08 16:32:50"
"7501003124340       ";"7501003124340";"";"1.1.12.8";"10";"577";"Ensalada de Legumbres Herdez 400g";"";"2017-12-27 20:11:19";"2018-02-26 15:24:33";"2012-05-25 10:30:03";"C";"2018-02-26 15:24:33"
"7501003150233       ";"7501003150233";"";"1.1.6.9";"11";"574";"Mole Doña Maria 235g";"";"2018-02-20 14:00:10";"2018-03-30 16:37:03";"2012-05-25 10:30:03";"C";"2018-03-30 16:37:03"
"7501003303387       ";"7501003303387";"";"1.999";"1";"1";"Mayonesa McCornick 468g";"";"2017-11-11 17:09:00";"2018-01-13 18:05:39";"2012-09-22 22:11:15";"C";"2018-01-13 18:05:39"
"7501003309976       ";"7501003309976";"";"1.1.12.2";"2";"1";"Aceitunas manzanilla B 150G";"";"2017-11-22 21:15:21";"2018-04-04 15:19:41";"2017-06-05 16:55:12";"C";"2018-04-04 15:19:41"
"7501003335012       ";"7501003335012";"";"1.1.8.3";"11";"578";"Mostaza McCormick 115g";"";"2018-04-08 20:42:45";"2018-03-21 17:08:40";"2012-05-25 10:30:03";"C";"2018-04-08 21:18:41"
"7501003336125       ";"7501003336125";"";"1.1.9.9";"11";"578";"Mermelada Fresa McCormick 270g";"";"2018-01-06 16:32:51";"2018-04-08 20:58:37";"2012-05-25 10:30:03";"C";"2018-04-08 20:58:37"
"7501003340115       ";"7501003340115";"";"1.1.8.2";"11";"578";"Mayonesa McCormick 105g";"";"2018-03-04 14:01:24";"2018-04-08 20:19:16";"2012-05-25 10:30:03";"C";"2018-04-08 20:19:16"
"7501003340122       ";"7501003340122";"";"1.1.8.2";"11";"578";"Mayonesa McCormick 190g";"";"2018-03-11 15:01:26";"2018-04-07 12:48:27";"2012-05-25 10:30:03";"C";"2018-04-07 12:48:27"
"7501003340139       ";"7501003340139";"";"1.1.8.2";"11";"578";"Mayonesa McCormick 390g";"";"2018-02-21 19:23:09";"2018-04-03 20:02:26";"2012-05-25 10:30:03";"C";"2018-04-03 20:02:26"
"7501003393050       ";"7501003393050";"";"1.1.6.4";"9";"572";"Salsa Picante Bufalo 150g";"";"2017-07-30 21:08:40";"2018-03-17 16:57:39";"2012-05-25 10:30:03";"C";"2018-03-17 16:57:39"
"7501003690784       ";"7501003690784";"";"1.10";"9";"620";"Los reyes 940ml";"";"2018-03-20 00:10:43";"2018-03-28 17:22:33";"2012-09-22 20:42:43";"C";"2018-03-28 17:22:33"
"7501003692924       ";"7501003692924";"";"1.10.3";"9";"620";"Don Pedro 500ml";"";"2017-12-29 19:32:47";"2018-04-01 17:15:40";"2012-05-25 10:30:03";"C";"2018-04-01 17:15:40"
"7501003693273       ";"7501003693273";"";"1.999";"1";"1";"Presidente clasico 940ml";"";"2018-03-19 21:23:19";"2018-03-30 14:10:36";"2012-10-01 22:15:18";"C";"2018-03-30 14:10:36"
"7501003693389       ";"7501003693389";"";"1.10.3";"9";"621";"Presidente Clasico 200ml";"";"2018-04-01 15:27:27";"2018-04-07 13:10:59";"2012-05-25 10:30:03";"C";"2018-04-07 13:10:59"
"7501003693419       ";"7501003693419";"";"1.10.3";"9";"621";"Presidente 500ml clasico";"";"2018-03-19 21:23:19";"2018-04-07 20:32:19";"2012-09-23 20:05:00";"C";"2018-04-07 20:32:19"
"7501005106801       ";"7501005106801";"";"1.1.5.7";"5";"1260";"Maizena Fresa 47g";"";"2018-02-10 20:42:09";"2018-04-07 21:20:37";"2012-05-25 10:30:03";"C";"2018-04-07 21:20:37"
"7501005106979       ";"7501005106979";"";"1.1.5.7";"5";"1260";"Maizena Sabor Vainilla 47g";"";"2018-02-10 20:42:09";"2018-03-04 20:12:48";"2012-05-25 10:30:03";"C";"2018-03-04 20:12:48"
"7501005107013       ";"7501005107013";"";"1.1.5.7";"5";"1260";"Maizena Chocolate 45g";"";"2018-03-13 09:53:51";"2018-04-07 20:47:04";"2012-05-25 10:30:03";"C";"2018-04-07 20:47:04"
"7501005107150       ";"7501005107150";"";"1.1.5.7";"4";"1260";"Maizena Nuez 45g";"";"2017-10-13 15:27:40";"2018-02-02 19:14:29";"2012-05-25 10:30:03";"C";"2018-02-02 19:14:29"
"7501005107297       ";"7501005107297";"";"1.1.5.7";"5";"1260";"Maizena Cajeta 47g";"";"2017-12-03 14:07:12";"2018-03-20 20:31:49";"2012-05-25 10:30:03";"C";"2018-03-20 20:31:49"
"7501005110242       ";"7501005110242";"";"1.1.5.7";"6";"1260";"Maizena Natural 95g";"";"2018-04-08 14:01:59";"2018-03-02 10:13:28";"2012-05-25 10:30:03";"C";"2018-04-08 15:05:03"
"7501005110389       ";"7501005110389";"";"1.1.5.7";"6";"1260";"Maizena Natural Caja 160g";"";"2018-04-06 20:13:24";"2018-03-31 19:05:56";"2012-05-25 10:30:03";"C";"2018-04-06 20:53:57"
"7501005110617       ";"7501005110617";"";"1.18";"1";"1";"mi arroz rojo";"";"2018-04-08 14:01:59";"2018-04-06 14:58:27";"2014-01-06 17:16:04";"C";"2018-04-08 15:05:03"
"7501005129923       ";"7501005129923";"";"1.1.3.1";"4";"1259";"Sopa Fideos Knorr 95g";"";"2018-04-01 15:27:27";"2018-04-08 13:48:09";"2012-05-25 10:30:03";"C";"2018-04-08 13:48:09"
"7501005129930       ";"7501005129930";"";"1.1.3.1";"3";"1259";"Sopa de Fideos con Pollo Knorr 95g";"";"2018-03-19 21:23:19";"2018-04-05 16:51:03";"2012-05-25 10:30:03";"C";"2018-04-05 16:51:03"
"7501005129947       ";"7501005129947";"";"1.1.3.3";"4";"1259";"Sopa Estrellitas Knorr 95g";"";"2018-03-19 21:23:19";"2018-04-03 15:29:17";"2012-05-25 10:30:03";"C";"2018-04-03 15:29:17"
"7501005129954       ";"7501005129954";"";"1.1.3.3";"4";"1259";"Sopa Letras Knorr 95g";"";"2018-03-23 14:46:59";"2018-03-24 15:53:36";"2012-05-25 10:30:03";"C";"2018-03-24 15:53:36"
"7501005134002       ";"7501005134002";"";"1.1.3.1";"5";"1259";"KNORR SOPA DE MUNICIONES 95g";"";"2018-02-10 20:42:09";"2018-03-31 16:25:41";"2012-05-25 10:30:03";"C";"2018-03-31 16:25:41"
"7501005145442       ";"7501005145442";"";"1.1.5.7";"5";"1260";"Maizena Coco 47g";"";"2017-12-12 12:42:06";"2018-01-27 20:11:58";"2012-05-25 10:30:03";"C";"2018-01-27 20:11:58"
"7501005180306       ";"7501005180306";"";"1.1.10.6";"2";"1259";"Knorr  1cubo";"";"2018-03-18 21:11:01";"2018-04-08 16:17:16";"2012-05-25 10:30:03";"C";"2018-04-08 16:17:16"
"7501005180504       ";"7501005180504";"";"1.1.10.6";"2";"1259";"un cubo knor tomate";"";"2018-01-28 15:02:10";"2018-04-07 17:48:29";"2013-12-28 21:39:41";"C";"2018-04-07 17:48:29"
"7501005616591       ";"7501005616591";"";"1.10.14";"9";"1";"tequila 100 años375ml";"";"2018-04-01 15:27:27";"2018-04-07 21:19:34";"2013-10-01 19:21:00";"C";"2018-04-07 21:19:34"
"7501006532807       ";"7501006532807";"";"1.1.12.8";"10";"293";"Ensalada campesina 400g";"";"2018-03-12 18:35:24";"2018-04-06 20:08:47";"2016-01-20 16:41:09";"C";"2018-04-06 20:08:47"
"7501006532814       ";"7501006532814";"";"1.1.12.8";"10";"293";"Ensalada campesina 215g";"";"2017-11-25 15:00:44";"2018-03-30 19:59:09";"2016-01-20 16:42:43";"C";"2018-03-30 19:59:09"
"7501006536942       ";"7501006536942";"";"1.1.12.8";"10";"293";"Elote Dorado en Granos Del Monte 225g";"";"2017-10-23 21:25:56";"2018-01-15 10:29:31";"2012-05-25 10:30:03";"C";"2018-01-15 10:29:31"
"7501006559002       ";"7501006559002";"";"1.1.19.4";"2";"1";"ACT II Sabor natural 80g";"";"2018-02-13 17:34:09";"2018-04-06 17:40:35";"2017-08-17 21:11:46";"C";"2018-04-06 17:40:35"
"7501006559019       ";"7501006559019";"";"1.1.19.4";"2";"1";"ACT II Mantequilla 80g";"";"2018-04-08 20:42:45";"2018-04-08 19:22:21";"2017-08-18 16:57:00";"C";"2018-04-08 21:18:39"
"7501006559026       ";"7501006559026";"";"1.1.19.4";"2";"1";"ACT II Extra manteq. 80g";"";"2018-03-26 20:02:50";"2018-04-08 21:00:36";"2017-08-17 21:13:51";"C";"2018-04-08 21:00:36"
"7501006584035       ";"7501006584035";"";"1.999";"1";"1";"BBQ 360G";"";"2017-02-04 21:05:05";"2018-04-08 19:19:07";"2015-04-02 22:07:38";"C";"2018-04-08 19:19:07"
"7501006584264       ";"7501006584264";"";"1.1.12.8";"2";"293";"Papa cocida del monte430g";"";"2017-11-25 15:00:44";"2018-03-25 19:30:37";"2017-05-23 14:09:44";"C";"2018-03-25 19:30:37"
"7501006705942       ";"7501006705942";"";"1.1.26.5";"4";"971";"Ace regular 250g";"";"2017-10-25 17:16:47";"2018-03-26 10:17:38";"2012-05-25 10:30:03";"C";"2018-03-26 10:17:38"
"7501006713343       ";"7501006713343";"";"1.1.21.1";"2";"982";"Escudo Antibacterial 180g";"";"2018-04-01 15:27:27";"2018-03-27 14:01:24";"2012-05-25 10:30:03";"C";"2018-04-01 17:10:36"
"7501006716894       ";"7501006716894";"";"1.1.26.5";"4";"971";"Detergente Ace 1K";"";"2017-10-22 15:03:02";"2018-03-31 18:29:50";"2012-05-25 10:30:03";"C";"2018-03-31 18:29:50"
"7501007445557       ";"7501007445557";"";"1.1.26.5";"4";"971";"Detergente ACE 500g";"";"2018-03-19 21:23:19";"2018-04-07 18:31:57";"2012-05-25 10:30:03";"C";"2018-04-07 18:31:57"
"7501007455730       ";"7501007455730";"";"1.1.26.5";"4";"973";"Ariel DT Q GRASA 18/500g";"";"2018-01-21 16:11:16";"2018-03-28 16:05:53";"2012-05-25 10:30:03";"C";"2018-03-28 16:05:53"
"7501007829500       ";"7501007829500";"";"1.1.12.1";"10";"335";"Sardinas Calmex en salsa de tomate 425g";"";"2018-01-21 16:11:16";"2018-04-08 15:19:29";"2012-05-25 10:30:03";"C";"2018-04-08 15:19:29"
"7501008001387       ";"7501008001387";"";"1.1.2.5";"2";"658";"All-bran pasa 285g";"";"2018-02-23 14:02:45";"2018-01-22 20:53:19";"2015-01-08 10:05:21";"C";"2018-02-23 14:13:45"
"7501008004647       ";"7501008004647";"";"1.1.2.1";"2";"658";"Choko Krispis 90g";"";"2018-01-12 11:37:07";"2018-03-28 20:03:29";"2016-02-20 11:24:40";"C";"2018-03-28 20:03:29"
"7501008004661       ";"7501008004661";"";"1.1.2.2";"2";"658";"Froot loops 90gr bolsa";"";"2018-02-23 14:02:45";"2018-03-12 16:41:21";"2015-09-19 16:07:49";"C";"2018-03-12 16:41:21"
"7501008004715       ";"7501008004715";"";"1.1.2.1";"2";"658";"Corn Pops 100g";"";"2018-04-06 14:28:13";"2018-03-01 21:34:10";"2016-02-20 11:06:15";"C";"2018-04-06 14:48:14"
"7501008006290       ";"7501008006290";"";"1.1.2.5";"2";"658";"All-Bran flakes trigo 300g";"";"2018-02-23 14:02:45";"2018-01-24 20:27:06";"2015-01-29 09:54:43";"C";"2018-02-23 14:13:45"
"7501008006788       ";"7501008006788";"";"1.1.2.1";"2";"658";"Zucaritas 125g";"";"2018-02-23 14:02:45";"2018-03-23 10:07:22";"2016-04-16 10:23:21";"C";"2018-03-23 10:07:22"
"7501008007365       ";"7501008007365";"";"1.1.2.11";"3";"658";"Barra Froot Loops 18g";"";"2018-02-02 13:13:17";"2018-03-27 19:32:46";"2012-05-25 10:30:03";"C";"2018-03-27 19:32:46"
"7501008015261       ";"7501008015261";"";"1.1.2.2";"2";"658";"Corn Pops 210g";"";"2018-02-23 14:02:45";"2018-02-21 19:17:16";"2013-09-26 13:44:01";"C";"2018-02-23 14:13:46"
"7501008015339       ";"7501008015339";"";"1.999";"1";"1";"Froot loops 180g";"";"2018-02-23 14:02:45";"2018-04-04 20:38:26";"2014-02-06 10:27:06";"C";"2018-04-04 20:38:26"
"7501008018125       ";"7501008018125";"";"1.1.2.8";"2";"658";"Choco Krispis 290g";"";"2018-02-23 14:02:45";"2018-03-28 17:45:49";"2017-06-10 11:17:19";"C";"2018-03-28 17:45:49"
"7501008018132       ";"7501008018132";"";"1.1.2.8";"2";"658";"CHOCO KRISPIS 690G..";"";"2018-01-19 13:00:08";"2018-03-26 21:30:10";"2018-01-19 13:10:35";"C";"2018-03-26 21:30:10"
"7501008019283       ";"7501008019283";"";"1.1.2.8";"2";"658";"Choco krispis 135g";"";"2018-04-06 14:28:13";"2018-03-07 15:18:26";"2017-06-03 15:42:50";"C";"2018-04-06 14:48:14"
"7501008019450       ";"7501008019450";"";"1.1.2.2";"2";"658";"Choco Krispis 38 g";"";"2018-02-09 13:08:13";"2018-04-04 19:00:25";"2017-04-29 17:17:08";"C";"2018-04-04 19:00:25"
"7501008020234       ";"7501008020234";"";"1.1.2.1";"2";"658";"Zucaritas kelloggs 740g..";"";"2018-01-19 13:00:08";"2018-03-19 20:16:10";"2018-01-12 11:50:43";"C";"2018-03-19 20:16:10"
"7501008020425       ";"7501008020425";"";"1.1.2.1";"2";"658";"Corn Flakes 530g";"";"2018-03-23 12:47:24";"2018-03-26 21:30:10";"2017-10-21 14:14:20";"C";"2018-03-26 21:30:10"
"7501008041291       ";"7501008041291";"";"1.1.2.2";"6";"657";"Froot Loops 25g";"";"2018-03-23 12:47:24";"2018-04-07 11:18:48";"2012-05-25 10:30:03";"C";"2018-04-07 11:18:48"
"7501008042793       ";"7501008042793";"";"1.1.2.11";"2";"658";"Extra arandanos kelloggs 310";"";"2017-12-08 16:02:18";"2018-03-26 18:04:23";"2015-06-13 14:01:39";"C";"2018-03-26 18:04:23"
"7501008042854       ";"7501008042854";"";"1.999";"1";"1";"Zucaritas 30g";"";"2018-03-23 12:47:24";"2018-04-07 20:57:58";"2013-10-14 16:28:04";"C";"2018-04-07 20:57:58"
"7501008042984       ";"7501008042984";"";"1.999";"1";"1";"Zucaritas 260g";"";"2018-03-23 12:47:24";"2018-04-08 20:20:29";"2013-12-19 12:31:29";"C";"2018-04-08 20:20:29"
"7501008072509       ";"7501008072509";"";"1.1.2.11";"3";"658";"Barra Choco Krispis 19g";"";"2018-02-02 13:13:17";"2018-03-15 18:47:19";"2012-05-25 10:30:03";"C";"2018-03-15 18:47:19"
"7501008076521       ";"7501008076521";"";"1.1.2.2";"2";"1453";"RICE KRISPIES TREATS 22g";"";"2018-02-02 13:13:17";"2018-03-12 20:24:35";"2012-05-25 10:30:03";"C";"2018-03-12 20:24:35"
"7501008101049       ";"7501008101049";"";"1.999";"1";"1";"Corn flakes 150g";"";"2018-03-23 12:47:24";"2018-03-18 10:14:43";"2013-10-24 12:38:43";"C";"2018-03-23 12:49:55"
"7501008611043       ";"7501008611043";"";"1.10.10";"1";"1";"bacardi añejo 200ml";"";"2018-02-04 13:49:25";"2018-03-25 17:15:34";"2012-10-17 23:06:14";"C";"2018-03-25 17:15:34"
"7501008613078       ";"7501008613078";"";"1.10.10";"1";"1";"Bacaerdi blanco 375";"";"2018-02-25 21:40:53";"2018-03-23 18:11:47";"2012-10-06 20:30:18";"C";"2018-03-23 18:11:47"
"7501008660171       ";"7501008660171";"";"1.10.10";"2";"126";"Bacardi Blanco 200 ml";"";"2018-03-20 21:05:39";"2018-04-04 21:08:03";"2017-03-26 19:31:42";"C";"2018-04-04 21:08:03"
"7501008660188       ";"7501008660188";"";"1.10.10";"2";"1";"Bacardi carta blanca 375ml";"";"2018-02-20 14:00:10";"2018-02-23 16:44:03";"2017-06-19 16:56:39";"C";"2018-02-23 16:44:03"
"7501009222729       ";"7501009222729";"";"1.1.21.8";"2";"513";"Rastrillo Prestobarba 1Pz";"";"2018-03-23 14:46:59";"2018-04-07 20:32:20";"2012-05-25 10:30:03";"C";"2018-04-07 20:32:20"
"7501011101456       ";"7501011101456";"";"1.1.19.1";"4";"1137";"Sabritas Papas Fritas Con Sal 45g";"";"2018-04-06 11:42:00";"2018-04-08 17:46:54";"2012-05-25 10:30:03";"C";"2018-04-08 17:46:54"
"7501011101463       ";"7501011101463";"";"1.1.19.1";"4";"1137";"Sabritas papas adobadas 45g";"";"2018-04-03 12:20:52";"2018-04-06 19:20:11";"2012-05-25 10:30:03";"C";"2018-04-06 19:20:11"
"7501011101678       ";"7501011101678";"";"1.1.19.1";"4";"1137";"Sabritas Papas Con Limon 40g";"";"2018-04-06 11:42:00";"2018-04-07 20:32:20";"2012-05-25 10:30:03";"C";"2018-04-07 20:32:20"
"7501011102095       ";"7501011102095";"";"1.1.19.1";"4";"1310";"Ruffles Papas Con Sal 45g";"";"2018-04-03 12:20:52";"2018-04-08 18:05:11";"2012-05-25 10:30:03";"C";"2018-04-08 18:05:11"
"7501011104099       ";"7501011104099";"";"1.1.19.1";"4";"1310";"Ruffles Queso 50g";"";"2018-04-06 11:42:00";"2018-04-08 20:47:31";"2012-05-25 10:30:03";"C";"2018-04-08 20:47:31"
"7501011110335       ";"7501011110335";"";"1.1.19.3";"4";"1137";"Fritos Sal y Limón 47g";"";"2018-04-06 11:42:00";"2018-04-08 17:57:27";"2012-05-25 10:30:03";"C";"2018-04-08 17:57:27"
"7501011111028       ";"7501011111028";"";"1.1.19.3";"1";"1";"rancherito52g";"";"2018-04-06 11:42:00";"2018-04-07 17:08:29";"2012-10-10 19:51:58";"C";"2018-04-07 17:08:29"
"7501011112254       ";"7501011112254";"";"1.1.19.1";"4";"1316";"Fritos Chorizo Chipotle 52g";"";"2018-04-06 11:42:00";"2018-04-08 18:09:54";"2012-05-25 10:30:03";"C";"2018-04-08 18:09:54"
"7501011112438       ";"7501011112438";"";"1.1.19.1";"4";"1317";"Pake Taxo Sabritas Botanero 65g";"";"2018-03-06 13:58:22";"2018-03-19 15:39:51";"2012-05-25 10:30:03";"C";"2018-03-19 15:39:51"
"7501011114623       ";"7501011114623";"";"1.1.19.3";"2";"1137";"Pake Taxo Quexo 65g.";"";"2018-04-03 12:20:52";"2018-04-05 20:27:41";"2015-02-11 12:57:40";"C";"2018-04-05 20:27:41"
"7501011116252       ";"7501011116252";"";"1.1.19.3";"4";"1137";"Fritos Chile y Limón 47g";"";"2018-04-06 11:42:00";"2018-04-07 20:02:35";"2012-05-25 10:30:03";"C";"2018-04-07 20:02:35"
"7501011118119       ";"7501011118119";"";"1.1.19.1";"4";"1137";"Sabritas Crema y Especies 45g";"";"2018-04-03 12:20:52";"2018-02-07 13:52:01";"2012-05-25 10:30:03";"C";"2018-04-03 12:35:34"
"7501011119482       ";"7501011119482";"";"1.999";"1";"1";"Cacahuates Karate Japoneses 150g";"";"2018-04-06 11:42:00";"2018-04-08 21:00:36";"2012-10-05 19:40:24";"C";"2018-04-08 21:00:36"
"7501011123380       ";"7501011123380";"";"1.1.19.3";"4";"1137";"Doritos Pizzerolas 47g";"";"2018-04-03 12:20:52";"2018-04-01 11:59:03";"2012-05-25 10:30:03";"C";"2018-04-03 12:35:35"
"7501011123588       ";"7501011123588";"";"1.1.19.10";"4";"1137";"Doritos Nachos 53g";"";"2018-04-06 11:42:00";"2018-04-08 20:47:31";"2012-05-25 10:30:03";"C";"2018-04-08 20:47:31"
"7501011123595       ";"7501011123595";"";"1.1.19.3";"4";"1137";"Doritos Diablo 47g";"";"2018-04-03 12:20:52";"2018-04-05 18:56:13";"2012-05-25 10:30:03";"C";"2018-04-05 18:56:13"
"7501011123878       ";"7501011123878";"";"1.1.19.3";"4";"1137";"Doritos Incognita 47g";"";"2018-04-06 11:42:00";"2018-04-07 17:07:09";"2012-05-25 10:30:03";"C";"2018-04-07 17:07:09"
"7501011126398       ";"7501011126398";"";"1.1.19.1";"1";"1";"Rufles Jalapeño Intenso 48g";"";"2018-04-03 12:20:52";"2018-04-06 18:06:54";"2012-10-14 20:50:12";"C";"2018-04-06 18:06:54"
"7501011128699       ";"7501011128699";"";"1.1.19.1";"1";"1";"Sabritas Rufles Crunch Rojos";"";"2018-04-03 12:20:52";"2018-04-08 15:36:09";"2012-09-23 13:18:09";"C";"2018-04-08 15:36:09"
"7501011130272       ";"7501011130272";"";"1.1.19.3";"4";"1128";"Doritos Flaming Hot Limon 46g";"";"2018-04-06 11:42:00";"2018-04-06 14:54:14";"2012-05-25 10:30:03";"C";"2018-04-06 14:54:14"
"7501011130975       ";"7501011130975";"";"1.1.19.3";"4";"1125";"Cheetos Torciditos 150g";"";"2018-03-23 14:11:07";"2018-03-29 17:03:37";"2012-05-25 10:30:03";"C";"2018-03-29 17:03:37"
"7501011131064       ";"7501011131064";"";"1.1.19.20";"1";"1300";"DorDoritos Nachositos Nachos 125 g";"";"2018-03-23 14:11:07";"2018-04-02 21:02:45";"2012-05-25 10:30:03";"C";"2018-04-02 21:02:45"
"7501011131217       ";"7501011131217";"";"1.1.19.20";"1";"1300";"Ruffles queso 200g. Sabritas";"";"2018-01-23 10:26:50";"2018-02-21 21:42:10";"2012-05-25 10:30:03";"C";"2018-02-21 21:42:10"
"7501011132283       ";"7501011132283";"";"1.1.19.3";"4";"1137";"Churrumais Limoncito 38g";"";"2018-01-16 10:51:39";"2018-01-21 20:56:47";"2012-05-25 10:30:03";"C";"2018-01-21 20:56:47"
"7501011135024       ";"7501011135024";"";"1.1.19.3";"1";"1";"Paketaxo 170g";"";"2018-03-23 14:11:07";"2018-04-01 20:53:08";"2013-07-27 16:51:20";"C";"2018-04-01 20:53:08"
"7501011137431       ";"7501011137431";"";"1.1.19.1";"1";"1";"Sabritas Habanero 42g";"";"2018-04-03 12:20:52";"2018-04-07 18:30:36";"2014-02-12 10:32:21";"C";"2018-04-07 18:30:36"
"7501011138865       ";"7501011138865";"";"1.19.6";"2";"1139";"Konstru-y 49g";"";"2018-03-13 12:41:32";"2018-04-06 11:47:12";"2014-07-03 18:05:18";"C";"2018-04-06 11:47:12"
"7501011140776       ";"7501011140776";"";"1.19.9";"2";"1";"Armables inspireka 32g";"";"2018-04-03 14:08:40";"2018-04-07 15:59:59";"2014-07-08 15:08:04";"C";"2018-04-07 15:59:59"
"7501011141933       ";"7501011141933";"";"1.1.19.5";"2";"1137";"Caca.Karate japones 171g";"";"2018-02-02 11:54:38";"2018-03-18 13:51:20";"2017-12-12 11:46:38";"C";"2018-03-18 13:51:20"
"7501011142299       ";"7501011142299";"";"1.1.19.3";"2";"1137";"Crujitos 43g";"";"2018-04-06 11:42:00";"2018-04-05 17:54:34";"2014-09-11 19:21:31";"C";"2018-04-06 12:04:18"
"7501011143241       ";"7501011143241";"";"1.1.19.1";"4";"1137";"crujientes sabritas 170g";"";"2018-03-02 11:23:04";"2018-03-07 20:04:24";"2013-04-07 17:43:09";"C";"2018-03-07 20:04:24"
"7501011143258       ";"7501011143258";"";"1.1.19.1";"4";"1137";"sabritas crujientes jala 170g";"";"2018-03-16 11:39:07";"2018-04-01 20:53:08";"2013-04-01 20:39:00";"C";"2018-04-01 20:53:08"
"7501011143739       ";"7501011143739";"";"1.1.19.20";"4";"1300";"Sabritas Flamin Hot 40g";"";"2018-04-06 11:42:00";"2018-04-08 16:52:20";"2012-05-25 10:30:03";"C";"2018-04-08 16:52:20"
"7501011143753       ";"7501011143753";"";"1.1.19.20";"2";"1137";"Cheetos flamin hot 48g";"";"2016-08-03 09:15:18";"2018-04-05 13:56:30";"2014-07-09 10:28:58";"C";"2018-04-05 13:56:30"
"7501011143777       ";"7501011143777";"";"1.1.19.20";"2";"1137";"Cheetos bolitas 45g";"";"2018-04-06 11:42:00";"2018-03-31 20:52:56";"2014-07-09 10:35:03";"C";"2018-04-06 12:04:19"
"7501011143791       ";"7501011143791";"";"1.1.19.20";"2";"1137";"Cheetos Poffs 45g";"";"2018-04-06 11:42:00";"2018-04-06 19:45:06";"2014-07-02 13:10:26";"C";"2018-04-06 19:45:06"
